Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Wymiar 4;Wymiar 5;Jednostka miary;2012;2013;2014;2015;2016;2017;2018;2019;2020;Unnamed: 18
INWESTYCJE I ŚRODKI TRWAŁE;NAKŁADY INWESTYCYJNE I ŚRODKI TRWAŁE W PRZEDSIĘBIORSTWACH WG PKD 2007;"Nakłady inwestycyjne i wartość brutto środków trwałych (Wymiary: Wyszczególnienie; Zakres przedmiotowy; Sektory ekonomiczne)";nakłady inwestycyjne w przedsiębiorstwach;w % ogółem;pozostałe usługi;;;%;8,6;7,0;6,0;4,7;3,8;9,2;5,8;;;
KULTURA FIZYCZNA, SPORT I REKREACJA;SPORT;Kluby sportowe łącznie z klubami wyznaniowymi i UKS (Wymiary: Kluby sportowe);ćwiczący ogółem;;;;;osoba;3937;;4855;;4128;;4668;;;
KULTURA I SZTUKA;BIBLIOTEKI;Biblioteki publiczne - wskaźniki (Wymiary: Wskaźniki);ludność na 1 placówkę biblioteczną (łącznie z punktami bibliotecznymi ujętymi zgodnie z siedzibą jednostki macierzystej);;;;;osoba;8464;8430;8782;9170;9587;9543;9463;9400;;
KULTURA I SZTUKA;DZIAŁALNOŚĆ CENTRÓW, DOMÓW, OŚRODKÓW KULTURY, KLUBÓW I ŚWIETLIC;Centra, domy i ośrodki kultury, kluby i świetlice (Wymiary: Wyszczególnienie);liczba uczestników imprez na 1000 mieszkańców;;;;;osoba;2,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;
KULTURA I SZTUKA;KINA;Liczba ludności na 1 miejsce w kinach stałych (Wymiary: Wyszczególnienie);ogółem;;;;;osoba;68;68;68;67;67;67;66;66;;
KULTURA I SZTUKA;MUZEA;Muzea (Wymiary: Muzea);muzea łącznie z oddziałami;;;;;ob.;6;6;6;6;6;6;6;6;;
KULTURA I SZTUKA;ORGANIZACJA IMPREZ MASOWYCH;"Imprezy artystyczno - rozrywkowe, interdyscyplinarne i sportowe (Wymiary: Wyszczególnienie; Imprezy)";liczba imprez;ogółem;;;;-;;25;39;38;69;61;83;87;;
LUDNOŚĆ;MAŁŻEŃSTWA, ROZWODY I SEPARACJE;Małżeństwa na 1000 ludności (Wymiary: Ogółem);ogółem;;;;;-;5,5;4,8;5,3;5,6;5,7;5,4;5,1;4,8;;
LUDNOŚĆ;MAŁŻEŃSTWA, ROZWODY I SEPARACJE;Rozwody na 1000 ludności (Wymiary: Ogółem);ogółem;;;;;-;2,0;1,9;2,1;2,0;2,1;1,6;1,9;1,7;;
LUDNOŚĆ;MIGRACJE WEWNĘTRZNE I ZAGRANICZNE;"Migracje na pobyt stały wewnętrzne i zagraniczne (dane półroczne) (Wymiary: Okresy; Migracje)";rok;migracje wewnętrzne na pobyt stały - napływ;;;;osoba;1337;1499;1317;1389;1245;1223;1379;1510;;
LUDNOŚĆ;MIGRACJE WEWNĘTRZNE I ZAGRANICZNE;"Migracje na pobyt stały wewnętrzne i zagraniczne (dane półroczne) (Wymiary: Okresy; Migracje)";rok;migracje zagraniczne na pobyt stały - imigracja;;;;osoba;155;153;154;0;98;113;76;89;;
LUDNOŚĆ;STAN LUDNOŚCI;Gęstość zaludnienia oraz wskaźniki (Wymiary: Wskaźniki);ludność na 1 km2;;;;;osoba;1391;1385;1377;1370;1361;1354;1343;1334;;
LUDNOŚĆ;STAN LUDNOŚCI;"Ludność wg grup wieku i płci (Wymiary: Wiek; Płeć)";ogółem;ogółem;;;;osoba;186210;185450;184415;183392;182156;181309;179806;178603;;
LUDNOŚĆ;URODZENIA I ZGONY;Urodzenia żywe, zgony i przyrost naturalny na 1000 ludności (Wymiary: Urodzenia żywe i zgony);przyrost naturalny na 1000 ludności;;;;;-;-1,11;-1,74;-1,29;-1,80;-1,03;-1,30;-2,41;-2,66;;
OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY;AMBULATORYJNA OPIEKA ZDROWOTNA;Podmioty ambulatoryjne (stan w dniu 31 XII) (Wymiary: Rodzaje placówek);przychodnie na 10 tys. ludności;;;;;ob.;7;6;7;7;7;7;7;7;;
OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY;BENEFICJENCI ŚRODOWISKOWEJ POMOCY SPOŁECZNEJ;Beneficjenci środowiskowej pomocy społecznej - wskaźniki (Wymiary: Wyszczególnienie);beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności;;;;;osoba;406;441;421;394;350;279;274;;;
OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY;KADRA MEDYCZNA;Lekarze - wskaźniki (Wymiary: Wskaźniki);lekarze (personel pracujący ogółem) na 10 tys. ludności;;;;;osoba;;68,0;69,6;67,9;75,2;81,8;87,4;;;
OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY;SZPITALE;Łóżka w szpitalach ogólnych - wskaźniki (Wymiary: Wyszczególnienie);łóżka w szpitalach ogólnych;;;;;-;1141;1147;1162;1153;1161;1062;1039;;;
ORGANIZACJA PAŃSTWA I WYMIAR SPRAWIEDLIWOŚCI;PRZESTĘPSTWA STWIERDZONE PRZEZ POLICJĘ W ZAKOŃCZONYCH POSTĘPOWANIACH PRZYGOTOWAWCZYCH;Przestępstwa stwierdzone przez Policję w zakończonych postępowaniach przygotowawczych (Wymiary: Przestępstwa);wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję - ogółem;;;;;%;;59,0;59,4;66,1;55,6;69,2;70,9;71,0;;
ORGANIZACJA PAŃSTWA I WYMIAR SPRAWIEDLIWOŚCI;PRZESTĘPSTWA STWIERDZONE PRZEZ POLICJĘ W ZAKOŃCZONYCH POSTĘPOWANIACH PRZYGOTOWAWCZYCH;Przestępstwa stwierdzone przez Policję w zakończonych postępowaniach przygotowawczych (Wymiary: Przestępstwa);przestępstwa stwierdzone przez Policję ogółem na 1000 mieszkańców;;;;;-;;43,34;36,15;40,94;25,73;29,66;29,31;29,83;;
PODMIOTY GOSPODARKI NARODOWEJ, PRZEKSZTAŁCENIA WŁASNOŚCIOWE I STRUKTURALNE;PODMIOTY GOSPODARKI NARODOWEJ - WSKAŹNIKI;Podmioty - wskaźniki (Wymiary: Wykaz);podmioty wpisane do rejestru na 1000 ludności;;;;;-;127;130;130;131;133;134;133;136;;
PODZIAŁ TERYTORIALNY;POWIERZCHNIA GEODEZYJNA KRAJU (DANE GUGIK);Powierzchnia (Wymiary: Powierzchnia);ogółem w km2;;;;;km2;134;134;134;134;134;134;134;134;;
PODZIAŁ TERYTORIALNY;POWIERZCHNIA GEODEZYJNA KRAJU (DANE GUGIK);Powierzchnia geodezyjna kraju według kierunków wykorzystania (Wymiary: Kierunki wykorzystania powierzchni);użytki rolne razem;;;;;ha;6901;5568;5568;;;;;;;
PODZIAŁ TERYTORIALNY;POWIERZCHNIA GEODEZYJNA KRAJU (DANE GUGIK);Powierzchnia geodezyjna kraju według kierunków wykorzystania (Wymiary: Kierunki wykorzystania powierzchni);grunty leśne oraz zadrzewione i zakrzewione razem;;;;;ha;1548;1547;1547;;;;;;;
PODZIAŁ TERYTORIALNY;POWIERZCHNIA GEODEZYJNA KRAJU (DANE GUGIK);Powierzchnia geodezyjna kraju według kierunków wykorzystania (Wymiary: Kierunki wykorzystania powierzchni);grunty zabudowane i zurbanizowane razem;;;;;ha;4521;5960;5960;;;;;;;
PRZEMYSŁ I BUDOWNICTWO;BUDOWNICTWO MIESZKANIOWE;Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki);mieszkania na 1000 ludności;;;;;-;2,5;1,1;0,7;1,5;2,0;1,8;4,0;4,4;;
PRZEMYSŁ I BUDOWNICTWO;POZWOLENIA WYDANE NA BUDOWĘ I ZGŁOSZENIA BUDOWY Z PROJEKTEM BUDOWLANYM;"Nowe budynki mieszkalne (dane kwartalne) (Wymiary: Okresy; Rodzaje budynków; Zakres przedmiotowy)";rok;ogółem;pozwolenia i zgłoszenia z projektem;;;szt.;88;101;139;137;181;160;137;104;;
PRZEMYSŁ I BUDOWNICTWO;PRODUKCJA SPRZEDANA PRZEMYSŁU I BUDOWNICTWA;"Produkcja sprzedana przemysłu ogółem i na 1 mieszkańca (podmioty o liczbie pracujących>9) (Wymiary: Klasyfikacje PKD; Zakres przedmiotowy)";wg PKD 2007;na 1 mieszkańca;;;;zł;89046;87144;82884;102566;117215;110899;104157;;;
RYNEK PRACY;BEZROBOCIE REJESTROWANE;"Niepełnosprawni zarejestrowani w urzędzie pracy wg płci (Wymiary: Płeć; Bezrobotni)";ogółem;ogółem;;;;osoba;432;425;389;354;309;256;247;213;;
RYNEK PRACY;BEZROBOCIE REJESTROWANE;Oferty pracy wg grup osób (Wymiary: Grupy osób);ogółem;;;;;-;469;457;725;208;398;446;581;223;;
RYNEK PRACY;PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD;Pracujący na 1000 ludności (Wymiary: Pracujący);ogółem;;;;;osoba;401;403;423;434;435;450;451;;;
SAMORZĄD TERYTORIALNY;PLANOWANIE PRZESTRZENNE;Decyzje o ustaleniu lokalizacji inwestycji celu publicznego i o warunkach zabudowy (Wymiary: Decyzje);decyzje o warunkach zabudowy ogółem;;;;;szt.;3;9;3;6;2;6;2;;;
STAN I OCHRONA ŚRODOWISKA;EMISJA ZANIECZYSZCZEŃ POWIETRZA Z ZAKŁADÓW SZCZEGÓLNIE UCIĄŻLIWYCH;Emisja zanieczyszczeń gazowych (Wymiary: Rodzaje zanieczyszczeń);ogółem;;;;;t/r;464106;461752;409807;436202;461060;477281;468941;452329;;
STAN I OCHRONA ŚRODOWISKA;GOSPODARKA WODNO-ŚCIEKOWA W PRZEMYŚLE;Ścieki przemysłowe odprowadzone w ciągu roku (Wymiary: Rodzaje ścieków);ścieki odprowadzone ogółem;;;;;dam3;5257;5031;4950;5368;5280;5158;5782;;;
STAN I OCHRONA ŚRODOWISKA;ODPADY WYTWORZONE I DOTYCHCZAS SKŁADOWANE (NAGROMADZONE Z WYŁĄCZENIEM ODPADÓW KOMUNALNYCH);Odpady - wskaźniki (Wymiary: Wskaźniki);odpady wytworzone na 1 km2;;;;;t;6808,2;6135,8;8379,1;;;;;;;
STAN I OCHRONA ŚRODOWISKA;TERENY ZIELENI;Tereny zieleni - wskaźniki (Wymiary: Wskaźniki);udział parków, zieleńców i terenów zieleni osiedlowej w powierzchni ogółem;;;;;%;3,7;3,3;3,2;3,1;2,8;2,9;3,2;;;
SZKOLNICTWO;SKOLARYZACJA;"Współczynniki skolaryzacji (szkolnictwo podstawowe i gimnazjalne) (Wymiary: Rodzaje współczynników; Typy szkół)";współczynnik skolaryzacji brutto;szkoły podstawowe;;;;%;102,13;101,76;97,70;94,06;99,02;97,35;96,98;;;
SZKOLNICTWO;SKOLARYZACJA;"Współczynniki skolaryzacji (szkolnictwo podstawowe i gimnazjalne) (Wymiary: Rodzaje współczynników; Typy szkół)";współczynnik skolaryzacji brutto;gimnazja;;;;%;108,45;108,41;105,41;107,24;107,80;112,09;114,69;;;
SZKOLNICTWO;SZKOLNICTWO GIMNAZJALNE;"Gimnazja dla dzieci, młodzieży i dorosłych (Wymiary: Typy szkół; Wykaz; Przyporządkowanie)";gimnazja dla dzieci i młodzieży bez specjalnych;ogółem;ogółem;;;ob.;22;21;21;22;21;5;4;;;
SZKOLNICTWO;SZKOLNICTWO OGÓLNOKSZTAŁCĄCE;"Licea ogólnokształcące dla młodzieży bez specjalnych (Wymiary: Typy szkół; Wykaz; Gestor)";licea ogólnokształcące dla młodzieży bez specjalnych;ogółem;ogółem;;;ob.;15;14;14;14;14;13;14;;;
SZKOLNICTWO;SZKOLNICTWO PODSTAWOWE;"Szkoły podstawowe dla dzieci, młodzieży i dorosłych wg gestora (Wymiary: Typy szkół; Szkoły/Pomieszczenia/Uczniowie; Gestor)";szkoły podstawowe dla dzieci i młodzieży bez specjalnych;ogółem;ogółem;;;ob.;30;30;30;30;30;35;35;;;
SZKOLNICTWO;SZKOLNICTWO PONADGIMNAZJALNE I PONADPODSTAWOWE, ZAWODOWE I ARTYSTYCZNE;"Szkoły średnie zawodowe razem (Wymiary: Szkoły; Wykaz)";technika (wraz z ogólnokształcącymi szkołami artystycznymi dającymi uprawnienia zawodowe);ogółem;;;;ob.;23;22;19;11;11;11;11;;;
SZKOLNICTWO;SZKOLNICTWO PONADGIMNAZJALNE I PONADPODSTAWOWE, ZAWODOWE I ARTYSTYCZNE;"Szkoły zawodowe wg typu i gestora (Wymiary: Typy szkół; Wykaz; Gestor)";technika dla młodzieży bez specjalnych;ogółem;ogółem;;;ob.;11;11;11;9;9;9;9;;;
SZKOLNICTWO;SZKOŁY PONADGIMNAZJALNE I PONADPODSTAWOWE ORAZ POLICEALNE;Zdawalność egzaminów maturalnych (Wymiary: Rodzaj szkół);licea ogólnokształcące;;;;;%;89,5;81,4;82,1;87,1;89,8;90,0;87,2;;;
TRANSPORT I ŁĄCZNOŚĆ;DROGI PUBLICZNE POWIATOWE;"Drogi - wskaźniki (Wymiary: Typy dróg; Wskaźniki)";drogi gminne i powiatowe o twardej nawierzchni;na 100 km2;;;;km;247,3;246,8;248,6;250,7;251,4;254,7;254,9;;;
TRANSPORT I ŁĄCZNOŚĆ;POJAZDY;Pojazdy samochodowe i ciągniki - wskaźniki (Wymiary: Wskaźniki);samochody osobowe na 1000 ludności;;;;;szt.;535,5;562,2;584,6;604,4;631,9;604,0;667,7;;;
TRANSPORT I ŁĄCZNOŚĆ;ŚCIEŻKI ROWEROWE;Długość ścieżek rowerowych (dróg dla rowerów) (Wymiary: Ścieżki rowerowe i bus pasy);ścieżki rowerowe na 100 km2;;;;;km;70,06;7,84;21,81;22,41;22,93;27,71;29,43;;;
TRANSPORT I ŁĄCZNOŚĆ;WYPADKI DROGOWE;Wypadki drogowe i ich ofiary - wskaźniki (Wymiary: Wskaźniki);wypadki drogowe na 100 tys. ludności;;;;;osoba;118,6;130,8;105,4;79,9;63,9;57,2;58,1;;;
TRANSPORT I ŁĄCZNOŚĆ;WYPADKI DROGOWE;Wypadki drogowe i ich ofiary - wskaźniki (Wymiary: Wskaźniki);ofiary śmiertelne na 100 tys. ludności;;;;;osoba;7,51;2,69;7,03;8,15;6,01;6,60;2,77;;;
WYCHOWANIE PRZEDSZKOLNE;PRZEDSZKOLA;Wychowanie przedszkole - wskaźniki (Wymiary: Wskaźniki);miejsca w przedszkolach na 1000 dzieci w grupie wieku 3-6 lat;;;;;osoba;;;849,2;750,1;795,8;822,5;836,0;;;
WYNAGRODZENIA I ŚWIADCZENIA SPOŁECZNE;WYNAGRODZENIA;Przeciętne miesięczne wynagrodzenia brutto (Wymiary: Wyszczególnienie);ogółem;;;;;zł;4137,93;4329,27;4482,68;4726,43;4832,33;5117,17;5451,31;;;
