Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Wymiar 4;Wymiar 5;Jednostka miary;2012;2013;2014;2015;2016;2017;2018;2019;2020;Unnamed: 18
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 751 - Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;;;;zł;32663,75;32512,61;1229853,96;1225726,93;147600,01;58234,19;931660,07;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 752 - Obrona narodowa;;;;zł;0,00;0,00;0,00;14026,24;14281,23;21355,36;137982,85;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 754 - Bezpieczeństwo publiczne i ochrona przeciwpożarowa;;;;zł;13902292,58;13844672,08;14377936,70;14094975,20;16079198,08;15677285,98;18034227,67;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 755 - Wymiar sprawiedliwości;;;;zł;0,00;0,00;0,00;0,00;493279,55;503471,59;520484,04;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 756 - Dochody od osób prawnych, od osób fizycznych i od innych jednostek nieposiadających osobowości prawnej oraz wydatki związane z ich poborem;;;;zł;;;;;;;;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 757 - Obsługa długu publicznego;;;;zł;10629203,34;10868972,02;7823346,92;5631915,11;4821866,49;4210314,54;4348252,30;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 758 - Różne rozliczenia;;;;zł;2923771,00;3403744,00;3318060,00;2596992,00;3696908,44;6106390,54;4076284,23;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 801 - Oświata i wychowanie;;;;zł;290681123,75;276991221,48;268990971,47;270497660,70;277132712,88;311752414,37;303902393,01;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 803 - Szkolnictwo wyższe;;;;zł;1079606,49;45247,56;27200,00;77229,00;369211,50;16570,54;116624,43;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 851 - Ochrona zdrowia;;;;zł;21007101,89;31062432,03;40220601,93;16790915,98;15233663,05;17924306,28;17168738,01;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 852 - Pomoc społeczna;;;;zł;103388984,56;109726015,46;112921191,76;116491073,33;185207966,53;68888533,39;70113886,86;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 853 - Pozostałe zadania w zakresie polityki społecznej;;;;zł;9014039,20;11391517,87;13321904,84;9875007,08;11687977,20;7107649,10;11308221,87;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 854 - Edukacyjna opieka wychowawcza;;;;zł;12156227,18;12107998,83;13014137,13;13971246,30;14733066,76;15197756,40;15483073,82;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 855 - Rodzina;;;;zł;;;;;;151968856,81;158323010,78;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 900 - Gospodarka komunalna i ochrona środowiska;;;;zł;45420500,54;61528233,01;88404053,88;107832778,70;90161908,58;93121374,80;116986168,19;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 921 - Kultura i ochrona dziedzictwa narodowego;;;;zł;23031621,87;20465679,54;31142923,55;33348480,24;24619738,66;34244981,11;39588041,70;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 925 - Ogrody botan. i zoolog. oraz naturalne obszary i obiekty chronionej przyrody;;;;zł;4943,16;1919,50;0,00;11880,00;0,00;0,00;7995,00;;;
FINANSE PUBLICZNE;WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU;"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";miasta na prawach powiatu;Dział 926 - Kultura fizyczna;;;;zł;34717563,78;24213517,40;24287642,18;33716732,60;32862335,32;44610477,98;49962329,28;;;
GOSPODARKA MIESZKANIOWA I KOMUNALNA;URZĄDZENIA SIECIOWE;"Korzystający z instalacji w % ogółu ludności (Wymiary: Lokalizacje; Rodzaje instalacji)";w miastach;wodociąg;;;;%;98,4;98,4;100,0;100,0;100,0;100,0;100,0;;;
GOSPODARKA MIESZKANIOWA I KOMUNALNA;URZĄDZENIA SIECIOWE;"Korzystający z instalacji w % ogółu ludności (Wymiary: Lokalizacje; Rodzaje instalacji)";w miastach;kanalizacja;;;;%;90,1;90,2;90,4;90,7;91,5;91,6;91,1;;;
GOSPODARKA MIESZKANIOWA I KOMUNALNA;URZĄDZENIA SIECIOWE;"Korzystający z instalacji w % ogółu ludności (Wymiary: Lokalizacje; Rodzaje instalacji)";w miastach;gaz;;;;%;73,1;72,8;72,9;72,8;72,8;73,0;72,9;;;
GOSPODARKA MIESZKANIOWA I KOMUNALNA;ZASOBY MIESZKANIOWE;"Mieszkania wyposażone w instalacje - w % ogółu mieszkań (Wymiary: Lokalizacje; Rodzaje instalacji)";w miastach;centralne ogrzewanie;;;;%;78,5;78,7;78,8;78,8;79,1;79,1;79,7;;;
GOSPODARKA MIESZKANIOWA I KOMUNALNA;ZASOBY MIESZKANIOWE;Zasoby mieszkaniowe - wskaźniki (Wymiary: Wskaźniki);mieszkania na 1000 mieszkańców;;;;;-;426,1;432,3;437,1;441,7;445,8;450,8;457,1;;;
HANDEL I GASTRONOMIA;SKLEPY I STACJE PALIW;Sklepy wg form organizacyjnych (Wymiary: Formy organizacyjne);supermarkety;;;;;ob.;28;35;36;43;45;46;49;48;;
INWESTYCJE I ŚRODKI TRWAŁE;NAKŁADY INWESTYCYJNE I ŚRODKI TRWAŁE W PRZEDSIĘBIORSTWACH WG PKD 2007;"Nakłady inwestycyjne i wartość brutto środków trwałych (Wymiary: Wyszczególnienie; Zakres przedmiotowy; Sektory ekonomiczne)";nakłady inwestycyjne w przedsiębiorstwach;w % ogółem;rolnictwo, leśnictwo, łowiectwo i rybactwo;;;%;;;;;;;;;;
INWESTYCJE I ŚRODKI TRWAŁE;NAKŁADY INWESTYCYJNE I ŚRODKI TRWAŁE W PRZEDSIĘBIORSTWACH WG PKD 2007;"Nakłady inwestycyjne i wartość brutto środków trwałych (Wymiary: Wyszczególnienie; Zakres przedmiotowy; Sektory ekonomiczne)";nakłady inwestycyjne w przedsiębiorstwach;w % ogółem;przemysł i budownictwo;;;%;48,1;52,9;38,6;49,0;61,3;23,3;57,3;;;
INWESTYCJE I ŚRODKI TRWAŁE;NAKŁADY INWESTYCYJNE I ŚRODKI TRWAŁE W PRZEDSIĘBIORSTWACH WG PKD 2007;"Nakłady inwestycyjne i wartość brutto środków trwałych (Wymiary: Wyszczególnienie; Zakres przedmiotowy; Sektory ekonomiczne)";nakłady inwestycyjne w przedsiębiorstwach;w % ogółem;"handel; naprawa pojazdów samochodowych; transport i gospodarka magazynowa; zakwaterowanie i gastronomia; informacja i komunikacja";;;%;32,9;23,0;48,8;38,2;28,9;71,3;33,5;;;
INWESTYCJE I ŚRODKI TRWAŁE;NAKŁADY INWESTYCYJNE I ŚRODKI TRWAŁE W PRZEDSIĘBIORSTWACH WG PKD 2007;"Nakłady inwestycyjne i wartość brutto środków trwałych (Wymiary: Wyszczególnienie; Zakres przedmiotowy; Sektory ekonomiczne)";nakłady inwestycyjne w przedsiębiorstwach;w % ogółem;"działalność finansowa i ubezpieczeniowa; obsługa rynku nieruchomości";;;%;0,5;2,5;1,3;2,1;1,2;1,1;0,7;;;
INWESTYCJE I ŚRODKI TRWAŁE;NAKŁADY INWESTYCYJNE I ŚRODKI TRWAŁE W PRZEDSIĘBIORSTWACH WG PKD 2007;"Nakłady inwestycyjne i wartość brutto środków trwałych (Wymiary: Wyszczególnienie; Zakres przedmiotowy; Sektory ekonomiczne)";nakłady inwestycyjne w przedsiębiorstwach;w % ogółem;pozostałe usługi;;;%;18,6;21,6;11,3;10,8;8,6;4,4;8,4;;;
KULTURA FIZYCZNA, SPORT I REKREACJA;SPORT;Kluby sportowe łącznie z klubami wyznaniowymi i UKS (Wymiary: Kluby sportowe);ćwiczący ogółem;;;;;osoba;2987;;2586;;3798;;3627;;;
KULTURA I SZTUKA;BIBLIOTEKI;Biblioteki publiczne - wskaźniki (Wymiary: Wskaźniki);ludność na 1 placówkę biblioteczną (łącznie z punktami bibliotecznymi ujętymi zgodnie z siedzibą jednostki macierzystej);;;;;osoba;9705;10564;10464;10369;10294;10201;10102;9999;;
KULTURA I SZTUKA;DZIAŁALNOŚĆ CENTRÓW, DOMÓW, OŚRODKÓW KULTURY, KLUBÓW I ŚWIETLIC;Centra, domy i ośrodki kultury, kluby i świetlice (Wymiary: Wyszczególnienie);liczba uczestników imprez na 1000 mieszkańców;;;;;osoba;141,2;133,5;148,7;268,6;149,1;565,3;608,9;580,4;;
KULTURA I SZTUKA;DZIAŁALNOŚĆ CENTRÓW, DOMÓW, OŚRODKÓW KULTURY, KLUBÓW I ŚWIETLIC;Infrastruktura centrów, domów i ośrodków kultury, klubów i świetlic (Wymiary: Infrastruktura);obiekty przystosowane dla osób niepełnosprawnych;;;;;ob.;;4;4;5;5;;;;;
KULTURA I SZTUKA;KINA;Liczba ludności na 1 miejsce w kinach stałych (Wymiary: Wyszczególnienie);ogółem;;;;;osoba;102;101;100;99;99;98;97;96;;
KULTURA I SZTUKA;MUZEA;Muzea (Wymiary: Muzea);muzea łącznie z oddziałami;;;;;ob.;1;1;2;2;2;2;2;2;;
KULTURA I SZTUKA;ORGANIZACJA IMPREZ MASOWYCH;"Imprezy artystyczno - rozrywkowe, interdyscyplinarne i sportowe (Wymiary: Wyszczególnienie; Imprezy)";liczba imprez;ogółem;;;;-;;36;18;151;88;47;120;95;;
LUDNOŚĆ;MAŁŻEŃSTWA, ROZWODY I SEPARACJE;Małżeństwa na 1000 ludności (Wymiary: Ogółem);ogółem;;;;;-;4,8;4,4;4,3;4,5;4,7;4,5;4,9;4,2;;
LUDNOŚĆ;MAŁŻEŃSTWA, ROZWODY I SEPARACJE;Rozwody na 1000 ludności (Wymiary: Ogółem);ogółem;;;;;-;2,2;2,4;2,2;2,2;2,2;2,3;2,0;2,1;;
LUDNOŚĆ;MIGRACJE WEWNĘTRZNE I ZAGRANICZNE;"Migracje na pobyt stały wewnętrzne i zagraniczne (dane półroczne) (Wymiary: Okresy; Migracje)";rok;migracje wewnętrzne na pobyt stały - napływ;;;;osoba;1492;1493;1338;1216;1244;1350;1380;1332;;
LUDNOŚĆ;MIGRACJE WEWNĘTRZNE I ZAGRANICZNE;"Migracje na pobyt stały wewnętrzne i zagraniczne (dane półroczne) (Wymiary: Okresy; Migracje)";rok;migracje zagraniczne na pobyt stały - imigracja;;;;osoba;32;39;38;0;24;42;38;33;;
LUDNOŚĆ;STAN LUDNOŚCI;Gęstość zaludnienia oraz wskaźniki (Wymiary: Wskaźniki);ludność na 1 km2;;;;;osoba;2345;2320;2298;2277;2261;2240;2219;2196;;
LUDNOŚĆ;STAN LUDNOŚCI;"Ludność wg grup wieku i płci (Wymiary: Wiek; Płeć)";ogółem;ogółem;;;;osoba;213513;211275;209274;207381;205873;204013;202036;199974;;
LUDNOŚĆ;URODZENIA I ZGONY;Urodzenia żywe, zgony i przyrost naturalny na 1000 ludności (Wymiary: Urodzenia żywe i zgony);przyrost naturalny na 1000 ludności;;;;;-;-3,70;-5,07;-4,25;-4,74;-4,64;-4,83;-4,68;-5,78;;
OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY;AMBULATORYJNA OPIEKA ZDROWOTNA;Podmioty ambulatoryjne (stan w dniu 31 XII) (Wymiary: Rodzaje placówek);przychodnie na 10 tys. ludności;;;;;ob.;6;6;6;6;6;6;6;6;;
OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY;BENEFICJENCI ŚRODOWISKOWEJ POMOCY SPOŁECZNEJ;Beneficjenci środowiskowej pomocy społecznej - wskaźniki (Wymiary: Wyszczególnienie);beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności;;;;;osoba;533;567;532;465;431;388;356;;;
OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY;KADRA MEDYCZNA;Lekarze - wskaźniki (Wymiary: Wskaźniki);lekarze (personel pracujący ogółem) na 10 tys. ludności;;;;;osoba;;78,0;78,8;97,7;73,5;92,7;91,8;;;
OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY;OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3. ŻŁOBKI;"Dzieci objęte opieką w żłobkach i w wieku żłobkowym (Wymiary: Dzieci; Terytorium)";odsetek dzieci objętych opieką w żłobkach;ogółem;;;;%;;;;;;;;;;
OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY;SZPITALE;Łóżka w szpitalach ogólnych - wskaźniki (Wymiary: Wyszczególnienie);łóżka w szpitalach ogólnych;;;;;-;1568;1461;1460;1444;1451;1491;1393;;;
ORGANIZACJA PAŃSTWA I WYMIAR SPRAWIEDLIWOŚCI;PRZESTĘPSTWA STWIERDZONE PRZEZ POLICJĘ W ZAKOŃCZONYCH POSTĘPOWANIACH PRZYGOTOWAWCZYCH;Przestępstwa stwierdzone przez Policję w zakończonych postępowaniach przygotowawczych (Wymiary: Przestępstwa);wskaźnik wykrywalności sprawców przestępstw stwierdzonych przez Policję - ogółem;;;;;%;;65,4;68,8;67,1;67,6;74,5;78,1;77,5;;
ORGANIZACJA PAŃSTWA I WYMIAR SPRAWIEDLIWOŚCI;PRZESTĘPSTWA STWIERDZONE PRZEZ POLICJĘ W ZAKOŃCZONYCH POSTĘPOWANIACH PRZYGOTOWAWCZYCH;Przestępstwa stwierdzone przez Policję w zakończonych postępowaniach przygotowawczych (Wymiary: Przestępstwa);przestępstwa stwierdzone przez Policję ogółem na 1000 mieszkańców;;;;;-;;38,71;37,12;33,04;26,39;25,78;32,35;33,19;;
PODMIOTY GOSPODARKI NARODOWEJ, PRZEKSZTAŁCENIA WŁASNOŚCIOWE I STRUKTURALNE;PODMIOTY GOSPODARKI NARODOWEJ - WSKAŹNIKI;Podmioty - wskaźniki (Wymiary: Wykaz);podmioty wpisane do rejestru na 1000 ludności;;;;;-;111;113;111;112;112;112;113;110;;
PODZIAŁ TERYTORIALNY;POWIERZCHNIA GEODEZYJNA KRAJU (DANE GUGIK);Powierzchnia (Wymiary: Powierzchnia);ogółem w km2;;;;;km2;91;91;91;91;91;91;91;91;;
PODZIAŁ TERYTORIALNY;POWIERZCHNIA GEODEZYJNA KRAJU (DANE GUGIK);Powierzchnia geodezyjna kraju według kierunków wykorzystania (Wymiary: Kierunki wykorzystania powierzchni);użytki rolne razem;;;;;ha;1808;1796;1785;;;;;;;
PODZIAŁ TERYTORIALNY;POWIERZCHNIA GEODEZYJNA KRAJU (DANE GUGIK);Powierzchnia geodezyjna kraju według kierunków wykorzystania (Wymiary: Kierunki wykorzystania powierzchni);grunty leśne oraz zadrzewione i zakrzewione razem;;;;;ha;1914;1898;1879;;;;;;;
PODZIAŁ TERYTORIALNY;POWIERZCHNIA GEODEZYJNA KRAJU (DANE GUGIK);Powierzchnia geodezyjna kraju według kierunków wykorzystania (Wymiary: Kierunki wykorzystania powierzchni);grunty zabudowane i zurbanizowane razem;;;;;ha;4367;4392;4422;;;;;;;
PRZEMYSŁ I BUDOWNICTWO;BUDOWNICTWO MIESZKANIOWE;Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki);mieszkania na 1000 ludności;;;;;-;1,0;1,8;0,7;0,6;0,9;1,1;1,9;2,0;;
PRZEMYSŁ I BUDOWNICTWO;POZWOLENIA WYDANE NA BUDOWĘ I ZGŁOSZENIA BUDOWY Z PROJEKTEM BUDOWLANYM;"Nowe budynki mieszkalne (dane kwartalne) (Wymiary: Okresy; Rodzaje budynków; Zakres przedmiotowy)";rok;ogółem;pozwolenia i zgłoszenia z projektem;;;szt.;147;101;63;100;106;104;111;177;;
PRZEMYSŁ I BUDOWNICTWO;PRODUKCJA SPRZEDANA PRZEMYSŁU I BUDOWNICTWA;"Produkcja sprzedana przemysłu ogółem i na 1 mieszkańca (podmioty o liczbie pracujących>9) (Wymiary: Klasyfikacje PKD; Zakres przedmiotowy)";wg PKD 2007;na 1 mieszkańca;;;;zł;18886;19350;20577;23009;25504;28299;27182;;;
RYNEK PRACY;AKTYWNOŚĆ EKONOMICZNA LUDNOŚCI DLA MIAST WOJEWÓDZKICH ORAZ DLA OBSZARU WOJEWÓDZTWA BEZ MIASTA WOJEWÓDZKIEGO (DANE ŚREDNIOROCZNE);"Bezrobotni i stopa bezrobocia (Wymiary: Bezrobotni i stopa bezrobocia; Wartość i precyzja)";stopa bezrobocia;wartość liczbowa;;;;%;;;;;;;;;;
RYNEK PRACY;BEZROBOCIE REJESTROWANE;"Niepełnosprawni zarejestrowani w urzędzie pracy wg płci (Wymiary: Płeć; Bezrobotni)";ogółem;ogółem;;;;osoba;634;696;677;596;484;395;358;267;;
RYNEK PRACY;BEZROBOCIE REJESTROWANE;Oferty pracy wg grup osób (Wymiary: Grupy osób);ogółem;;;;;-;119;124;122;112;520;697;511;295;;
RYNEK PRACY;PRACUJĄCY WEDŁUG INNEGO PODZIAŁU NIŻ PKD;Pracujący na 1000 ludności (Wymiary: Pracujący);ogółem;;;;;osoba;221;222;218;222;228;249;254;;;
SAMORZĄD TERYTORIALNY;PLANOWANIE PRZESTRZENNE;Decyzje o ustaleniu lokalizacji inwestycji celu publicznego i o warunkach zabudowy (Wymiary: Decyzje);decyzje o warunkach zabudowy ogółem;;;;;szt.;395;321;415;348;308;305;272;;;
STAN I OCHRONA ŚRODOWISKA;EMISJA ZANIECZYSZCZEŃ POWIETRZA Z ZAKŁADÓW SZCZEGÓLNIE UCIĄŻLIWYCH;Emisja zanieczyszczeń gazowych (Wymiary: Rodzaje zanieczyszczeń);ogółem;;;;;t/r;144597;145911;131288;134438;134812;134237;117557;114473;;
STAN I OCHRONA ŚRODOWISKA;GOSPODARKA WODNO-ŚCIEKOWA W PRZEMYŚLE;Ścieki przemysłowe odprowadzone w ciągu roku (Wymiary: Rodzaje ścieków);ścieki odprowadzone ogółem;;;;;dam3;23680;23745;23819;23585;19178;17445;17183;;;
STAN I OCHRONA ŚRODOWISKA;OCHRONA PRZYRODY I RÓŻNORODNOŚCI BIOLOGICZNEJ;Obszary prawnie chronione (Wymiary: Rodzaje obszarów);ogółem;;;;;ha;37,9;37,94;37,94;37,94;37,94;37,94;37,96;;;
STAN I OCHRONA ŚRODOWISKA;ODPADY WYTWORZONE I DOTYCHCZAS SKŁADOWANE (NAGROMADZONE Z WYŁĄCZENIEM ODPADÓW KOMUNALNYCH);Odpady - wskaźniki (Wymiary: Wskaźniki);odpady wytworzone na 1 km2;;;;;t;1523,1;1433,0;1306,6;;;;;;;
STAN I OCHRONA ŚRODOWISKA;TERENY ZIELENI;Tereny zieleni - wskaźniki (Wymiary: Wskaźniki);udział parków, zieleńców i terenów zieleni osiedlowej w powierzchni ogółem;;;;;%;5,8;5,2;5,2;5,0;4,9;4,9;5,0;;;
SZKOLNICTWO;SKOLARYZACJA;"Współczynniki skolaryzacji (szkolnictwo podstawowe i gimnazjalne) (Wymiary: Rodzaje współczynników; Typy szkół)";współczynnik skolaryzacji brutto;szkoły podstawowe;;;;%;99,50;99,48;96,78;94,05;100,19;98,30;97,83;;;
SZKOLNICTWO;SKOLARYZACJA;"Współczynniki skolaryzacji (szkolnictwo podstawowe i gimnazjalne) (Wymiary: Rodzaje współczynników; Typy szkół)";współczynnik skolaryzacji brutto;gimnazja;;;;%;107,80;106,51;105,17;105,38;106,71;106,10;106,17;;;
SZKOLNICTWO;SZKOLNICTWO GIMNAZJALNE;"Gimnazja dla dzieci, młodzieży i dorosłych (Wymiary: Typy szkół; Wykaz; Przyporządkowanie)";gimnazja dla dzieci i młodzieży bez specjalnych;ogółem;ogółem;;;ob.;28;30;30;30;30;7;5;;;
