Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Jednostka miary;"2011";"2013";"2015";
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki na 1 mieszkańca (Wymiary: Jednostki terytorialne; Wskaźniki)";"gminy łącznie z miastami na prawach powiatu";"ogółem";"";"zł";4864,60;4422,14;4374,32;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki na 1 mieszkańca (Wymiary: Jednostki terytorialne; Wskaźniki)";"gminy łącznie z miastami na prawach powiatu";"w Dziale 801- Oświata i wychowanie";"";"zł";1653,65;1858,30;1879,44;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki na 1 mieszkańca (Wymiary: Jednostki terytorialne; Wskaźniki)";"gminy łącznie z miastami na prawach powiatu";"w Dziale 921 - Kultura i ochrona dziedzictwa narodowego";"";"zł";124,07;135,64;122,27;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki na 1 mieszkańca (Wymiary: Jednostki terytorialne; Wskaźniki)";"gminy łącznie z miastami na prawach powiatu";"wydatki w rozdziale 90005 Ochrona powietrza atmosferycznego i klimatu";"";"zł";24,87;0,00;0,42;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki na 1 mieszkańca (Wymiary: Jednostki terytorialne; Wskaźniki)";"gminy łącznie z miastami na prawach powiatu";"wydatki majątkowe";"";"zł";1561;814;623;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki na 1 mieszkańca (Wymiary: Jednostki terytorialne; Wskaźniki)";"miasta na prawach powiatu";"ogółem";"";"zł";4864,60;4422,14;4374,32;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki na 1 mieszkańca (Wymiary: Jednostki terytorialne; Wskaźniki)";"miasta na prawach powiatu";"w Dziale 801- Oświata i wychowanie";"";"zł";1653,65;1858,30;1879,44;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki na 1 mieszkańca (Wymiary: Jednostki terytorialne; Wskaźniki)";"miasta na prawach powiatu";"w Dziale 921 - Kultura i ochrona dziedzictwa narodowego";"";"zł";124,07;135,64;122,27;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki na 1 mieszkańca (Wymiary: Jednostki terytorialne; Wskaźniki)";"miasta na prawach powiatu";"wydatki w rozdziale 90005 Ochrona powietrza atmosferycznego i klimatu";"";"zł";24,87;0,00;0,42;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki na 1 mieszkańca (Wymiary: Jednostki terytorialne; Wskaźniki)";"miasta na prawach powiatu";"wydatki majątkowe";"";"zł";1561;814;623;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 010 - Rolnictwo i łowiectwo";"";"zł";26875,14;34779,54;39912,31;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 020 - Leśnictwo";"";"zł";339,06;339,06;376,90;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 600 - Transport i łączność";"";"zł";74113657,68;41707573,65;23290669,31;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 630 - Turystyka";"";"zł";11395596,77;145481,29;2149244,83;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 700 - Gospodarka mieszkaniowa";"";"zł";4782617,71;7814166,30;10913771,73;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 710 - Działalność usługowa";"";"zł";770691,15;2863725,29;4015939,13;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 720 - Informatyka";"";"zł";0,00;51821,35;679085,39;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 750 - Administracja publiczna";"";"zł";16307217,09;19262611,65;16634868,03;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 751 - Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";"";"zł";105703,47;10751,00;352591,75;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 752 - Obrona narodowa";"";"zł";0,00;0,00;5843,19;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 754 - Bezpieczeństwo publiczne i ochrona przeciwpożarowa";"";"zł";6633014,70;6424499,78;7416345,22;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 757 - Obsługa długu publicznego";"";"zł";3180034,60;3799445,61;3083056,42;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 801 - Oświata i wychowanie";"";"zł";104421438,52;116608380,79;117927348,69;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 803 - Szkolnictwo wyższe";"";"zł";200000,00;200000,00;200000,00;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 851 - Ochrona zdrowia";"";"zł";1141213,17;1245252,74;1240275,80;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 852 - Pomoc społeczna";"";"zł";34314142,33;37661561,53;38937740,15;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 853 - Pozostałe zadania w zakresie polityki społecznej";"";"zł";3411109,56;2592888,08;3386595,83;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 854 - Edukacyjna opieka wychowawcza";"";"zł";10239306,33;11434410,32;12484793,55;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 900 - Gospodarka komunalna i ochrona środowiska";"";"zł";21285370,92;9323181,74;15152612,43;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 921 - Kultura i ochrona dziedzictwa narodowego";"";"zł";7834289,29;8511298,31;7672035,29;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"gminy łącznie z miastami na prawach powiatu";"Dział 926 - Kultura fizyczna";"";"zł";7017346,93;7797088,78;8887960,42;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 010 - Rolnictwo i łowiectwo";"";"zł";26875,14;34779,54;39912,31;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 020 - Leśnictwo";"";"zł";339,06;339,06;376,90;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 600 - Transport i łączność";"";"zł";74113657,68;41707573,65;23290669,31;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 630 - Turystyka";"";"zł";11395596,77;145481,29;2149244,83;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 700 - Gospodarka mieszkaniowa";"";"zł";4782617,71;7814166,30;10913771,73;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 710 - Działalność usługowa";"";"zł";770691,15;2863725,29;4015939,13;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 720 - Informatyka";"";"zł";0,00;51821,35;679085,39;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 750 - Administracja publiczna";"";"zł";16307217,09;19262611,65;16634868,03;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 751 - Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa";"";"zł";105703,47;10751,00;352591,75;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 752 - Obrona narodowa";"";"zł";0,00;0,00;5843,19;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 754 - Bezpieczeństwo publiczne i ochrona przeciwpożarowa";"";"zł";6633014,70;6424499,78;7416345,22;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 757 - Obsługa długu publicznego";"";"zł";3180034,60;3799445,61;3083056,42;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 801 - Oświata i wychowanie";"";"zł";104421438,52;116608380,79;117927348,69;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 803 - Szkolnictwo wyższe";"";"zł";200000,00;200000,00;200000,00;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 851 - Ochrona zdrowia";"";"zł";1141213,17;1245252,74;1240275,80;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 852 - Pomoc społeczna";"";"zł";34314142,33;37661561,53;38937740,15;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 853 - Pozostałe zadania w zakresie polityki społecznej";"";"zł";3411109,56;2592888,08;3386595,83;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 854 - Edukacyjna opieka wychowawcza";"";"zł";10239306,33;11434410,32;12484793,55;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 900 - Gospodarka komunalna i ochrona środowiska";"";"zł";21285370,92;9323181,74;15152612,43;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 921 - Kultura i ochrona dziedzictwa narodowego";"";"zł";7834289,29;8511298,31;7672035,29;
"FINANSE PUBLICZNE";"WYDATKI BUDŻETÓW GMIN I MIAST NA PRAWACH POWIATU";"Wydatki ogółem wg działów Klasyfikacji Budżetowej (Wymiary: Jednostki terytorialne; Działy klasyfikacji budżetowej)";"miasta na prawach powiatu";"Dział 926 - Kultura fizyczna";"";"zł";7017346,93;7797088,78;8887960,42;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"URZĄDZENIA SIECIOWE";"Korzystający z instalacji w % ogółu ludności (Wymiary: Lokalizacje; Rodzaje instalacji)";"ogółem";"wodociąg";"";"%";97,1;97,1;97,2;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"URZĄDZENIA SIECIOWE";"Korzystający z instalacji w % ogółu ludności (Wymiary: Lokalizacje; Rodzaje instalacji)";"ogółem";"kanalizacja";"";"%";93,5;93,7;93,9;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"URZĄDZENIA SIECIOWE";"Korzystający z instalacji w % ogółu ludności (Wymiary: Lokalizacje; Rodzaje instalacji)";"ogółem";"gaz";"";"%";17,9;20,7;20,5;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"URZĄDZENIA SIECIOWE";"Korzystający z instalacji w % ogółu ludności (Wymiary: Lokalizacje; Rodzaje instalacji)";"w miastach";"wodociąg";"";"%";97,1;97,1;97,2;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"URZĄDZENIA SIECIOWE";"Korzystający z instalacji w % ogółu ludności (Wymiary: Lokalizacje; Rodzaje instalacji)";"w miastach";"kanalizacja";"";"%";93,5;93,7;93,9;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"URZĄDZENIA SIECIOWE";"Korzystający z instalacji w % ogółu ludności (Wymiary: Lokalizacje; Rodzaje instalacji)";"w miastach";"gaz";"";"%";17,9;20,7;20,5;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"ZASOBY MIESZKANIOWE";"Mieszkania wyposażone w instalacje - w % ogółu mieszkań (Wymiary: Lokalizacje; Rodzaje instalacji)";"w miastach";"wodociąg";"";"%";99,4;99,4;99,6;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"ZASOBY MIESZKANIOWE";"Mieszkania wyposażone w instalacje - w % ogółu mieszkań (Wymiary: Lokalizacje; Rodzaje instalacji)";"w miastach";"łazienka";"";"%";97,4;97,5;97,5;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"ZASOBY MIESZKANIOWE";"Mieszkania wyposażone w instalacje - w % ogółu mieszkań (Wymiary: Lokalizacje; Rodzaje instalacji)";"w miastach";"centralne ogrzewanie";"";"%";94,9;95,0;95,2;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"ZASOBY MIESZKANIOWE";"Mieszkania wyposażone w instalacje - w % ogółu mieszkań (Wymiary: Lokalizacje; Rodzaje instalacji)";"na wsi";"wodociąg";"";"%";0,0;0,0;0,0;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"ZASOBY MIESZKANIOWE";"Mieszkania wyposażone w instalacje - w % ogółu mieszkań (Wymiary: Lokalizacje; Rodzaje instalacji)";"na wsi";"łazienka";"";"%";0,0;0,0;0,0;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"ZASOBY MIESZKANIOWE";"Mieszkania wyposażone w instalacje - w % ogółu mieszkań (Wymiary: Lokalizacje; Rodzaje instalacji)";"na wsi";"centralne ogrzewanie";"";"%";0,0;0,0;0,0;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"ZASOBY MIESZKANIOWE";"Zasoby mieszkaniowe - wskaźniki (Wymiary: Wskaźniki)";"przeciętna powierzchnia użytkowa 1 mieszkania";"";"";"m2";65,5;65,6;65,8;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"ZASOBY MIESZKANIOWE";"Zasoby mieszkaniowe - wskaźniki (Wymiary: Wskaźniki)";"przeciętna powierzchnia użytkowa mieszkania na 1 osobę";"";"";"m2";23,1;23,7;24,2;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"ZASOBY MIESZKANIOWE";"Zasoby mieszkaniowe - wskaźniki (Wymiary: Wskaźniki)";"mieszkania na 1000 mieszkańców";"";"";"-";352,1;361,5;367,6;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"ZASOBY MIESZKANIOWE";"Zasoby mieszkaniowe - wskaźniki (Wymiary: Wskaźniki)";"przeciętna liczba izb w 1 mieszkaniu";"";"";"-";3,88;3,87;3,87;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"ZASOBY MIESZKANIOWE";"Zasoby mieszkaniowe - wskaźniki (Wymiary: Wskaźniki)";"przeciętna liczba osób na 1 mieszkanie";"";"";"-";2,84;2,77;2,72;
"GOSPODARKA MIESZKANIOWA I KOMUNALNA";"ZASOBY MIESZKANIOWE";"Zasoby mieszkaniowe - wskaźniki (Wymiary: Wskaźniki)";"przeciętna liczba osób na 1 izbę";"";"";"-";0,73;0,71;0,70;
"HANDEL I GASTRONOMIA";"SKLEPY I STACJE PALIW";"Sklepy wg form organizacyjnych (Wymiary: Formy organizacyjne)";"hipermarkety";"";"";"ob.";0;1;1;
"HANDEL I GASTRONOMIA";"SKLEPY I STACJE PALIW";"Sklepy wg form organizacyjnych (Wymiary: Formy organizacyjne)";"supermarkety";"";"";"ob.";14;15;16;
"HANDEL I GASTRONOMIA";"SKLEPY I STACJE PALIW";"Sklepy wg form organizacyjnych (Wymiary: Formy organizacyjne)";"domy towarowe";"";"";"ob.";1;1;1;
"INWESTYCJE I ŚRODKI TRWAŁE";"NAKŁADY INWESTYCYJNE I ŚRODKI TRWAŁE W PRZEDSIĘBIORSTWACH WG PKD 2007";"Nakłady inwestycyjne i wartość brutto środków trwałych (Wymiary: Wyszczególnienie; Zakres przedmiotowy; Sektory ekonomiczne)";"nakłady inwestycyjne w przedsiębiorstwach";"ogółem";"ogółem";"tys. zł";98334;119118;147585;
"INWESTYCJE I ŚRODKI TRWAŁE";"NAKŁADY INWESTYCYJNE I ŚRODKI TRWAŁE W PRZEDSIĘBIORSTWACH WG PKD 2007";"Nakłady inwestycyjne i wartość brutto środków trwałych (Wymiary: Wyszczególnienie; Zakres przedmiotowy; Sektory ekonomiczne)";"nakłady inwestycyjne w przedsiębiorstwach";"ogółem";"rolnictwo, leśnictwo, łowiectwo i rybactwo";"tys. zł";344;164;52;
